text,value
من نصب لنز روي اين دوربين رو توصيه نمي کنم چون احتمال از بين رفتن حساسيت  فوکوس دوربين هست.,-1
سرعت فوق‌العاده .,+2
اولا: تصوير برداري با ان بسيار سخت ميباشد به دليل نداشتن دکمه تله وايد روي دستگاه و سفت بودن رينگ زوم روي لنز اورجينال که چرخاندن ان و تله وايد کردن باعث تکان خوردن دوربين شده و تصوير را خراب ميکند و در ضمن صداي ان هم درتصوير ضبط ميشود.,-2
من هر شب گوشي رو شارژ ميکنم..,0
"23 شهريور
به نظر من در مراسم معرفي آيفون5، ‌ آيپادها تغييرات بهتري داشتند.",0
کار با این پویشگرها بسیار ساده است.,+2
"در کل،  می‌توان گفت که این افت کیفیت برای ارزان کردن گوشی ارزشش را دارد،  چرا که عملکرد صفحه نمایش به صورت کلی مناسب است و برای کسانی که خواهان داشتن صفحه نمایش‌های بزرگ هستند،  راضی کننده خواهد بود.",+1
ولي وقتي که iPhone 5 رو خريدم اصلا نميتونم با گوشيهاي اندرويدي کار کنم واقعاً که حرف نداره .,+2
"با سلام
گوشي خوبيه ولي منو نا اميد کرد به نظر من آيفون 4اس رو کمي پيشرفته کردن شده آيفون5 اون چيزي که انتظار داشتم نيست پس درود بر سامسونگ و گوشي فوق العاده آن يعني نوت2 .",-1
" سلام
 بابا اين سه چراغه شدن ايکس باکس واسه  قديماست برين الايت چاسپر بگيرين هر بازي رو که ميخواين بازي کنين رو رو هارد نصب کنين بعد حالشو ببرين من تا 14 ساعت مداوم بازي کردم خودم سه چراغه شدم ولي دستگاه اصلا داغ نکرده بود",+1
جواب اين سوال بر ميگرده به چند سال پيش زماني که کسايي بودن که پول دار بودن و کسايي که وضع متوسطي داشتن .,0
.کيفيت صداي خروجي  :اگر بخواهيم نگاهي کوتاه به صداي خروجي سوني اريکسون Xperia Ray کنيم مي توان گفت که اين گوشي داراي بدترين صدا در بين گوشي هاي هوشمند سوني اريکسون است .,-2
و به نظر من بدترين ضعف گوشي شکاف hdmi و usb  گوشيه که اگه زياد مجبور به شارژ و استفاده از پورت هاش باشيد مطمئنا خسته تون مي کنه,-1
"یکی از بهترین تغییراتی که سونی روی این تبلت انجام داده است،  موزیک پلیر آن است که یکی از زیباترین موزیک پلیرهایی است که تا به امروز مشاهده کرده ایم.",+2
"پهناي باند حافظه
پهناي باندي که در حافظه‌ي موجود وجود دارد،  حدود ۲۵۶ گيگابايت در ثانيه است که ارتباط سريع ميان واحدها را با کمترين تاخير مهيا مي‌کند.",+1
"به محض در دست گرفتن این تبلت،  اولین چیزی که توجه شما را به خود جلب خواهد کرد،  طراحی منحصر به فرد آن است.",+2
که البته براي توليد کنندهاي دوربين جاي مناسبي است.,+1
"شاید تنها نقطه ضعف صفحه نمایش را بتوان زاویه‌ی دید عمودی محدود آن دانست به طوری که اگر کمی از بالا یا پایین به صفحه نگاه کنید،  افت چشمگیری در کیفیت تصویر مشاهده خواهید کرد.",-2
"در کنار این سخت افزار،  یک گیگابایت حافظه رم نیز به اجرای بهتر دستورات کمک می‌نماید.",+1
• جهت تشخيص ورژن NTSC-J از NTSC-J/Asia کافي ست به روي جعبه نگاه کنيد.,0
"سلام دوستان ، من مدتي هست که اين تبلت را خريداري کردم چند نکته براتون بگم: طراحي بسيار عالي دارد فقط کمي نزديک بودن مکان کليد پاور به کليد هاي ولوم در ابتدا شما را ممکنه به اشتباه بندازه،  صداي خوبي داره در حد نياز بلند و با کيفيت هست ،  کيفيت تصوير و زاويه ديد عالي داره ، وزنش يکم زياده و براي مدت طولاني نميشه ثابت نگهش داشت مثلا براي ديدن فيلم يا کتاب الکترونيکي ، باتري خوبي داره ولي ميشد بهترم باشه در استفاده معمولي يک روز را کامل جواب ميده ،  دوربينش واقعاً ضعيف هست و هيچ حرفي براي گفتن نداره !",0
فریم دور نمایشگر هم کاملا از پلاستیک ساخته شده و این بدنه‌ی پلاستیکی یکی از تفاوت‌های بارز بین این گوشی و گوشی‌های هوشمند ساخت HTC و یا آیفون است.,0
اين گوشي يک عيب خيلي مهمي که داره دوربينشه.,-1
اولا: تصوير برداري با ان بسيار سخت ميباشد به دليل نداشتن دکمه تله وايد روي دستگاه و سفت بودن رينگ زوم روي لنز اورجينال که چرخاندن ان و تله وايد کردن باعث تکان خوردن دوربين شده و تصوير را خراب ميکند و در ضمن صداي ان هم درتصوير ضبط ميشود.,-2
که اگر رايتل در اسلايد 2 قرار بگيره  آنتن نخواهي داشت که اين مساله در s duos هم بود  پس بايد سيم نسل سوم در اسلايد 1 قرار بگيره تا هر دو سيم آنتن داشته باشند .,0
در قسمت بالای دوربین هم دربی وجود دارد که با کنار زدن آن می توانید به کفشک تجهیزات اکسترنال دسترسی یابید.,0
طراحي و ارگونومي عالي .,+2
"نقاط ضعف گوشي آيفون 5 :
1- ضعيف بودن باطري که بسيار آزار دهنده است .",-2
ولي با همه اين حرفها خيلي عاليه و ارزش خريدنش رو حتما داره.,+2
"طراحی سری 4540s همانند اکثر لپ‌تاپ‌های کمپانی HP،  بسیار ساده و در عین حال شکیل است.",+2
در بالای تبلت تنها جک هدفون 3.5 میلیمتری قرار دارد.,0
و در اخر بايد بگم که که کمپاني سامسونگ تکرار مکررات کرده است و به بازسازي مدل هاي قديمي خود کرده.,-1
سلام .,0
ولي از همه مهمتر اينه که بيشتر از اين نمي‌ارزه,-1
xbox دار ها اصلا نارحت نباشن چون Xbox 360 Slim داره مياد و م از نظر سخت افزار و هم از نظر قيمت مي خواد ps3 رو قوررررررررررررررررررررررت بده,0
باتري XR550 حدود يک ساعت کار ميکند که از بعضي رقبا بهتر است.,+1
.پلاس هم که مشکلي نداره.,+1
اما يه اشکال بزرگ داره که نميشه اون رو جلبريک (کپي خور) کرد چون ios6 هستش.,-1
"این رزولوشن تراکم پیکسلی 150ppi را تشکیل می‌دهد که تراکم خیلی خوبی نیست،  اما چندان هم غیر منتظره نیست.",0
اکثر شما با دستگاه‌هاي بازي‌هاي کامپيوتري (کنسول‌هاي بازي) آشنايي داريد و احتمالا با آن‌ها بازي کرده‌ايد.,0
اما .,0
من بزرگ بيشتر دوست دارم ولي نميتونم بزرگي رو فداي کيفيت و سرعت کنم.,0
من هم اين لپ تاپ را براي خواهر خريدم خيلي ازش راضيه و خوشحالم که خريد خوبي براش داشتم.,+2
داراي دوربين دوم((مدل آرک اس دوربين دوم نداره))7.بلندگوهاي بسيار عالي8.قابليت عکاسي با سرعت بالا و فوکوس اتوماتيک بسيار عالي نقاط ضعف1.باطريش درحد متوسطه در اين مدت نقطه ضعف ديگه اي در اين گوشي نديدم.,+1
واقعا جاي تاسف داره!,-1
"البته برای نمایشگرهای در این سایز از رزولوشن WVGA هم استفاده می‌شود ولی به احتمال زیاد به دلیل پردازشگر گرافیکی نسبتاً ضعیفی که این گوشی داشته،  سونی تصمیم گرفته که از رزولوشن بالاتر بهره نبرد.",-1
فقط نتونستم Fingerprint رو فعال کنم.,0
مشکل اصلي اين تلويزونها به نظر من فقط داغ کردنه حالا مصرف برقش انچنان هزينه اي که قابل به چشم امدن باشه به وجود نمياره,-1
"پایه موجود در قسمت پشتی تبلت،  تا حدود 22 درجه باز شده و تبلت را نگاه می‌دارد.",0
ولي بازم تا حد يک گوشي ۵ مگاپيکسلي نيست.,-1
يه LG optimus 4x hd p880 درست يک سوم اين آيفون 5 قيمتشه.,0
"در بخش فيلم برداري:
اصلا خوب نيست.",-1
"این پردازشگر به قدری قدرتمند است که هیچ‌گونه کاهش سرعتی حتی هنگام اجرای بازی‌های سه بعدی و یا انجام پردازش‌های سنگین،  مشاهده نخواهید کرد.",+1
نه.,-1
اما صفحه کلید مجازی این تبلت نیز بسیار راحت و کاربردیست که تایپ با آن به راحتی صورت می‌پذیرد.,+2
آخرین کنترل حرکتی نیز مربوط به Panning یا حرکت در بین آیکون‌ها و صفحات خانگی است.,0
اينها حقوقي کاملا پيش پا افتاده است که هر شرکت سازنده موبايل بايد براي راس هرم بازار يعني مشتري قائل باشد.,0
اينکه پيکسل ديده ميشه و يا وضوح نداره  صحت نداره اما از نوت 1 و 2 رنگ و وضوح کمتر هست که در مقايسه مشهود ميشه .9:  يک  مشکل اين گوشي نداشتن ال اي دي  اعلان وضعيت  که نميشه فهميد تماس يا اس ام اس يا امثال اين آمده و بايد حتما گوشي رو چک کرد تا با خبر شد.,-1
"به محض اینکه محاسبات سنگین‌تر (مثل اجرای بازی‌های سنگین) انجام شوند،  Nexus 7 به پردازنده چهار هسته ای سوئیچ خواهد کرد.",0
"اين گوشي عاليه فقط منتظريم بياد
",+2
ممنون ديجي کالا,0
واقعاً عاليه.,+2
"در مورد بقيه موارد هم بايد بگم که بعد از 1 سال صرف وقت روي طراحي داخلي و ظاهري،  انتظار بالاتري ميشد داشت.",0
فلاش LED این گوشی بسیار قدرتمند بوده و کمک بسیاری در کاهش نویز تصویر در فضاهای با نور کم می‌کند.,+2
سنسور BSI-CMOS در شرایط نوری ضعیف عملکرد خیلی بهتری را نسبت به سنسورهای CMOS معمولی ارائه می‌دهد.,+2
"حال به این مشخصات،  داک تبدیل این گوشی به تبلت را نیز که اضافه نمایید،  واقعا هیجان انگیز است.",+1
( اولين عيب بزرگ ) به صفحه اول برگشتم و سعي کردم قلم رو کنار بذارم ولي جايي بر روي گوشي تعبيه نشده که بشه قلم رو داخل جايگاه مخصوص کرد و اينجا بود که دلم براي گلکسي نوت تنگ شد.,-1
چيزي که من نمي دونستم و از همين سايت اقدام به خريد کردم ولي وقتي سيم کارت گذاشتم روي دستگاه Wifi قطع شد و بايد Reset Factory مي کردم که دوباره وصل شه.,-1
"امکان تغييرات دستي:تغيير بازشدگي ديافراگم، سرعت شاتر و ايزوافزايش ايزو تا 12800 که در مدل پيشين 3200 بود.",0
يه ساله خريدم خيلي ضعيف است بازي هم که چي بگم هيچ کدوم رو باز نميکنه ,-2
کارش بيسته,+2
"این نسخه از اندروید به لطف وجود پروژه کره،  پیشرفت چشم‌گیری نسبت به نسخه های پیشین داشته است،  بطوریکه اجرای برنامه‌ها و منوها با سرعت بیشتری و بسیار روان‌تر انجام میپذیرد.",+2
"بازي ها و فيلم هاي قابل دانلود از XboxLive
نقاط ضعف: احتمال خرابي کنسول در ورژن هاي قديمي ( در دستگاه هاي جديد خيلي کم شده) .",-1
در پایین آن نیز درگاه اتصال و شارژ تبلت به علاوه دو بلندگوی استریوی آن قرار دارند و در نهایت در پشت تبلت دوربین 3.2 مگاپیکسلی آن قرار دارد که متأسفانه به فلاش مجهز نیست.,-1
محصولات اپل براي کسايي هست که ديگه به iOS عادت کردند ولي بايد گفت اين گوشي تقريبا در هيچ موردي بهترين گوشي دنيا نيست.,-1
من راضي هستم.,+1
واقعا هيچ حرفي واسه گفتن در برابر ديگر رقبا مثل گلکسي نوت 2 نداره.,-1
من حدود يک ساله دارمش و واقعاً ازش راضي هستم.,+1
رزولوشن این نمایشگر 800X480 پیکسل می‌باشد.,0
و از نظر بلندگو هاش که خيلي خوب و در عين حال خيلي با کيفيت هست و کيبردش که ديگه حرف نداره نسبت به لپ تاباي ديگه خيلي بهتره کار کردن باهاش خيلي لذت بخشه و صفحه ي تاچش هم بزرگ و هم حساسه و ..,+2
"سلام به همه دوستان اپل باز من از ايفون 2g تا ايفون 5 را گرفتم از تمام انها هم راضي هستم،  بنظر من ايفون 5 را که تهيه ميکنيد ديگر به لپ تاپ هم نياز پيدا نميکنيد.",+1
"دوم اینکه در صورت به زمین خوردن دستگاه، احتمالا لنز دوربین آن خواهد شکست که این یک اشتباه غیر قابل جبران است.",-1
"اپل نیز بر این موضوع واقف بوده و در نسل پنجم iPod Touch،  چیپ قدرتمند A5 را قرار داده است.",+1
باسپاس از شما اميد بخشي,0
به طور مشخص سیستم مدیریت انرژی کار خود را بسیار عالی انجام می‌دهد.,+2
بهترين نسخه سيستم عامل در کنار بهترين سخت افزار .,+2
"سلام دوستان
من ۱ماه  هست دارمش
بازي اچدي اجرا نميکنه.",-1
"کيفيت بسته بندي و زمان ارسال عالي بود
امکانات و انتظارات اوليه(هنوز کار زيادي نکردم باهاش) با اطلاعات ارائه شده مطابقت داشت
در مجموع همه چيز خوب بود.",+2
این در حالیست که نمایشگر P7100 فقط می توانست به سمت بالا و پایین چرخش کند.,0
واقعا محشره.,+2
تنها مشکل از نظر من سوکتشه که تا حالا مشکلي باهاش نداشتم و فکر نکنم اينقدرهام بد باشه .,+1
طراحي هم که هيچ تغييري نکرده!,-1
با نگاهي موشکافانه به اين مدل مي توان شاخصه هاي آن را بدين گونه بر شمرد.,0
"اما مهم‌ترین نکته در مورد این دو صفحه نمایش،  تکنولوژی DynamicDisplay این دستگاه است.",0
"اين هم که قلمش داخل گوشي نميره، ميتونه يه نکته منفي باشه.",-1
دوستان عزيزي که در مورد آپديت کردن يا نکردن گوشي خود به آندرويد 4 شک دارند خدمت دوستان عرض کنم که آندرويد 4 بر پايه 1 گيگابايت رم پايه ريزي شده و روي گوشهايي با 512 مگابايت رم هم جواب ميدهد اما سرعت به طرز چشم گيري کاهش مي يابد مخصوصا زمانيکه با گوشي خود بازيهاي hd  انجام ميدهيد يا در حال تماشاي فيلمهاي با حجم بالا هستيد.,-1
به طوری که فقط دو دکمه بر روی بدنه ی آن دیده می شود که یکی از آن ها دکمه ی شاتر و دیگری دکمه ی رفتن به آپشن های مختلف است.,0
"وقتی شما دو انگشت خود را به صورت همزمان بر روی نمایشگر می‌گذارید منوی تنظیمات، حساسیت و دیگر ویژگی های آن ظاهر می‌شود.",0
سوني هم مارک خوبيه بنظرم خودم سوني دارم و ازش راضيم از نظر زيبايي هم منحصر به فرده .,+1
البته Region-Free همواره به معني اجرا روي تمامي ريجن‌ها نيست و امکان دارد که بازي‌اي Region-Free باشد ولي فقط روي کنسول‌هاي PAL و NTSC-J اجرا شود و روي NTSC-UC اجرا نشود.,0
همچنین از ویژگی‌های مدل 211 پشتیبانی کامل از زیرنویس فارسی و نمایش مناسب و امکان تنظیم آن است که باعث شده این مدل از مدل‌های قبلی متمایز گردد.,+1
قيمت عالي براي اين سطح امکانات لذت اسمارت فون رو درک ميکنيد,+2
"تاچش کيفيت خيلي خوبي داره و منوهاش هم خيلي روون و شکيله،  چند تا بازي و برنامه ريختم روش بدون هيچ مشکلي اجراشون کرد.",+2
دوما :نورگيري ان بسيار کم است ودر شرايط نور کم تصوير بسيار بي کيفيت ميشود.,-2
"خريدم يکبارم به مشکل نخوردم) هميشه هم از قيمت بازار پايينتره
پس با خيال راحت کالاتون رو خريداري کنيد  ",+1
يکي ديگه از ايراداشم جاي دست (اثر انگشت روي بدنش ميمونه!,-1
فقط ابعادش کوچيکتره.,0
فيلم برداري تعريفي نداره!,-1
"مطمئن باشید هرگز از سطوحی که به آن متصل شده است،  جدا نخواهد شد.",+1
2 سيم همزمان و اندرويد 4.1.2 با امکانات عالي واقعا خوشم اومد .,+2
سخت افزارهای داخلی آن شبیه به Tipo است.,0
بعنوان يه دوربين با قابليتهاي متفاوت بنظر من عاليه قيمتشم بنظرم خوبه داراي کيفيت عالي در عکاسيه لنز هاش خيلي پر قدرتن و 16 مگا پيکسلش واقعيه پيشنهادش مي کنم,+2
من اين لپ تاپ رو نزديک يک سال هست که دارم خيلي عاليه از نظر قدرت سخت افزاري که فوق العادست من به بازي هاي سنگين و با گرافيک علاقه دارم که توي اين لب تاپ همش جواب ميده بدون اندکي کاهش سرعت!,+2
به نظر مياد کيفيت صفحه نمايشش بقيه مزاياي اين تبلت تحت الشعاع قرار ميده به نظر من کيفيت صفحه نمايش خيلي مهمه اين عرض از من که تجربه کار با تبلت هاي گوناگون دارم بپذيريد کيفيت پايين صفحه نمايش در تبلتها غير قابل اغماض است.,-1
خريد اون خيلي سخته بخاطر قيمتش.,-1
کيفتش super amoled plus نيست.,-1
یکی از تغییرات اصلی ایجاد شده در PadFone 2 مربوط به پورت اتصال آن می‌باشد.,0
با اين امکانات نسبت به قيمتش عاليه درسته که nexus7 سخت افزار بالاتري داره ولي همين GPRS که P3100 داره توي ايران که همه جا WiFi نداريم خيلي بدرد بخوره تازه اگه بخوايم از امکان مکالمه و SMS اون چشم پوشي کنيم ,+2
"• دوربین یکی از بزرگ‌ترین ضعف‌های نسل چهارم iPod Touch،  دوربین آن بود که دقت آن کمتر از یک مگاپیکسل است.",-2
"باطري هم بستگي به استفاده داره من خودم 2 روز 1بار شارژ ميکنم و بنظرم باطريش مناسبه
در ضمن کيفيت صفحه هم عاليه و عملکردش زير نور آفتاب فوق‌العاده است برعکس خيلي از گوشي هاي ديگه",+2
"من آدم سخت گير و نکته سنجي در مورد خريد وسايل مورد نيازم هستم،  شايد دوربين اين دستگاه در نور کم عملکرد خوبي نداشته باشه ولي در نور روز عاليه و اين موضوع در برابر تمام خوبي هايش به هيچ وجه چيز مهمي نيست.",+1
واقعا دوربين عالي هست .,+2
؟,0
خيلي راضيم تقريبا 1ساله خريدم پيشنهاد من اينه که اگر اينو مي خرين سفيد و سياه رنگ خوبي براي اين گوشيه و براي اين کيف لپ تاپي از موبايل فروشي ها بخرين,+1
خيلي عاليه بزودي از همين سايت مي خرمش.,+2
"سلام
من هشت ماه است که خريدم ، واقعا بهترين گوشي تو کلاس قيمت خودش هست
",+2
"ولي در کل بنظرم با توجه به قيمتش ,  انتخاب مناسبي هست .",+1
"این دستگاه در سه ظرفیت 8،  16 و 32 گیگابایتی تولید گردیده که با وجود قابلیت پشتیبانی آن از کارت حافظه جانبی،  می‌توان تا 32 گیگابایت دیگر نیز به آن افزود.",+1
"من اين هارد رو با پيشنهاد ويژه خريدم
هارد خوب و مناسبيه ولي سوکتش اصلا خوب نيس و به نظر ميرسه ممکنه کنده بشه",-1
"با هر مرتبه شارژ کردن باتری این گوشی،  قادر خواهید بود حدود 5 ساعت مکالمه ممتد و یا تا 470 ساعت در حالت آماده به کار از گوشی استفاده نمایید.",+1
عالي ,+2
این حرکت هم می‌تواند با کج کردن دستگاه صورت گیرد.,0
علت داغ کردنش ميتونه هارد سنگين اون باشه که عمدتا هم هارد هاي wd هستن که با گذاشتن يه کولينگ حل ميشه ؛ لپتاپي که براي کار مهندسيست با مشکلات زيادي مواجه ميشه پس داشتن ديسک درايور ها الزاميست چون امکان داره با مشکلات متعدد نرم افزاري  نياز به نصب ويندوز داشته باشه و وقت زيادي براي تهيه ي اون نباشه.,-1
"آنطور که اپل ادعا می کند آیپاد شافل دارای طراحی فوق العاده است،  که البته ادعایی غیر واقعی نیست.",+2
سپس تنها کاری که برای عکاسی لازم است انجام دهید این است که آن را به سوی سوژه نشانه بروید و دکمه‌ی شاتر را بفشارید تا بهترین و با کیفیت ترین عکس گرفته شود.,+1
راحت ميشه گذاشتش تو جيب داخلي کت يا کاپشن و اينور و اونور بردش.,+1
در قسمت سمت راست آن دستگیره‌ی نصفه و نیمه ای ساخته شده که باعث می‌شود در دست گرفتن دوربین خیلی فراتر از حد انتظار آسان شود.,+1
مزايا:1)کيفيت تصوير فوق العاده در حدود 300ppi2)وجود پردازنده s2 که با پردازنده ي xperia arc برابر است3)طراحي ساخت عالي به طوريکه ضخامت بدنه تنها 9.4 ميليمتر است4)وجود دوربين 8 مگاپيکسلي باسنسور Exmor R CMOS موجود در خود دوربينهاي شرکت سوني5)معايب: 1)نبود پورت HDMI2)مقدار شارژ دهي گوشي متوسط ميباشد البته معايب ديگر اين گوشي با وجود برنامه هاي آندرويد قابل حل ميباشد,0
"دوستان به اين نکته دقت کنيد
که اين مدل گوشي خدمات پس از فروش خيلي ضعيفي داره 
و قطعات اين برندها هنوز وارد بازار نشده 
به همين علت ارزونتر از مدل هاي مشابه مثل سامسونگ و نوکيا و غيره  هست",-2
"یکی از بهبودهای رخ داده در این صفحه نمایش این است که در نمایشگر گوشی های پیشین،  رنگ‌ها غلظتی بیش از حد داشتند.",+1
ميتونم بگم با اين آپديت جديد از نکسوس 7 هم بهتر شده.,+1
اين که بخواهيد PS3 رو انتخاب کنيد يک اشتباه بزرگ محسوب ميشه چون با وضعيت بلوري در ايران و امنيت کنسول سوني حالا حالاها بايد قيمت هاي گزافي براي خريد بازي هاي اون خرج کنيد.,-1
البته همواره حلقه ی دور لنز را بیشتر دوست داریم.,+1
این بدان معناست که هیچ یک از برنامه‌هایی که برای نسخه های قبلی ویندوز یعنی Seven و غیره نوشته شده‌اند اجرا نمی‌شوند.,-1
"در ضمن،  برای محافظت از این صفحه‌ی نمایش،  از شیشه‌ی Gorilla Glass استفاده شده است.",0
اما عکسهايي که ميگيره اصلا اون کيفيتي که بايد داشته باشه رو نداره.,-2
خود به خود قابل استفاده در ايران نيست و خريدنشم هم بي فايده است!,-1
من همه مودهاي عکاسيشو با iso هاي مختلف تست کردم هيچکدوم نتيجه خوبي نميدن از فيلم‌برداريش که نگم اينقد افتضاحه که فک کنم اصلا دوربين من مشکل فني داره !,-2
اسکنر های مدرن CIS از بعضی مشکلات جزئی به دلیل استفاده از فناوری LED بهره می برد که کمی باعث دانه دانگی می شود.,-1
من خودم اين گوشي رو دارم 100 درصد راضي هستم.,+1
داراي رام Miui و Cyanogenو کاستوم رام هاي ديگه بصورت بدون باگ.,+1
ولي يکي از مشکلاتش اينه که بايد هر سال آپديت بشه در ضمن همه بازي ها براي کينکت پيدا نميشه براي مثال آپديت xbox360 من مال 2011 و بسياري از بازي هاي جديد رو ساپورت نمي کنه در حالي ps3 فقط وفقط يک بار آپديت مي خواد و از اين نظر ps3 خيلي برتره.,-1
من 2 ماهي ميشه که ray دارم.,0
"ولی به هر حال اگر به دنبال داشتن گوشی‌ای با صفحه نمایش بزرگ هستید،  یا باید به سراغ گوشی‌های سطح بالای سامسونگ یا HTC بروید و مبلغ زیاد آن‌ها را بپردازید و یا باید به همین گزینه که تنها گزینه ارزان قیمت‌تر است اکتفا نمایید.",0
"همچنین این دستگاه توانمندی اسکن با رزولوشن اپتیکال  4,800X2,400dpi و رزولوشن دیجیتال 19,200X19,200dpi را دارد.",+1
و سوم هم می‌تواند نمایشگر چرخنده باشد.,+1
.ولي واقعيت اينه که اين محصولات هنوز جواب پس نداده اند.,-1
در کل می‌توانیم بگوییم Xperia ray یکی از بهترین گوشی‌های رده متوسط موجود در بازار است.,+1
"Sony امیدوار است با این کار،  شکوه و عظمت خود را در بازار گوشی های تلفن همراه که طی سال های اخیر با روی کار آمدن رقبای سرسخت،  کمرنگ شده بود را با تولید نسل جدیدی از گوشی های تلفن همراه باریک ، سبک ، زیبا و قدرتمنده،  دوباره بازیابد.",0
Canon LiDE 100 اسکنری سبک وزن و نسبتا جمع و جور می باشد که از یک کابل USB برای تغذیه و نیز انتقال داده ها استفاده می کند.,+1
چهار دکمه ي لمسي پايين يون واکنش خوبي ندارن!,-1
البته تراکم پیکسلی 189ppi آن در مقایسه با تبلت های برتر دنیا مقداری پایین‌تر است و جزو بهترین‌ها نیست.,-1
اين براي نوکيا خيلي اهميت دارد چرا که با عرضه ي اين گوشي فروش زيادي خواهد کرد.,+1
با سپاس,0
بهترين گوشي از لحاظ کيفيت ساخت و سخت افزار و سيستم عامل-واقعاً معرکه است.,+2
"Ixus 240 HS مجهز به نمایشگر بزرگ و عریض 3.2 اینچی لمسی 460,000 پیکسلی می‌باشد.",+1
طراحی شده برای حداکثر جذابیت طراحی منحصر به فرد سامسونگ لذت مشاهده را به حداکثر ممکن ارتقا داده و نیز فضای داخلی خانه شما را زیباتر می سازد.,+2
اما اگر بزرگی این گوشی یک نکته منفی برای شما محسوب نمی‌گردد باید بگوییم که سبکی و باریکی آن بسیار کاربردی و خوش‌آیند است.,+1
متاسفانه عکس‌های گرفته شده با دوربین این تبلت از کیفیت رضایت بخشی برخوردار نیستند.,-1
همه ي برنامه ها رو هم به راحتي اجرا ميکنه .,+1
هرکسي يه طرفو داره!,0
رابط کاربری دوربین نیز بسیار ساده و کاربردی است.,+2
"تکنولوژی هوش امنیتی یکپارچه (Collective Intelligence) پاندا،  قدرت دو چندانی به این نرم‌افزار بخشیده که می‌تواند جدیدترین بدافزارهای رایانه‌ای را در مدت زمان بسیار کوتاهی شناسایی،  طبقه‌بندی و پاکسازی کند.",+2
اگه حوصلهُ تنظيم منوالُ ندارين اصلا پيشنهاد نميکنم.,-2
گارانتيش 3 ساله بود.,0
مي توان گوشي اکسپريا ري را کوچک موبايل بزرگ از لحاظ امکانات ناميد.,0
رمش کمه و بايد حواست باشه.,-1
اولين باري که يه آي ديوايس رو ديدم و صفحه اش رو لمس کردم حسي به من داد که تو کل عمرم تجربش نکرده بودم وقتي تو منوش چرخ زدم محيطش شگفت زدم کرد به طراحيش(آي فون4) که دقت کردم متحير شدم داخل يکي از بازياش که رفتم گرافيکش رو روي هيچ گوشي نديده بودم تا دو هفته فقط به آي فون فکر ميکردم و احساس ميکردم گوشي خودم(اون موقع نوکيا 6220) در مقابلش مثل اسباب بازيه اما وقتي احساساتم فرو کش کرد و عقلم اومد سرجاش و فکر کردم ديدم اين گوشي تا وقتي که دستته نميذاره هيچ کمبودي توش حس کني اما بعد از اين که بزاريش کنار کم کم نسبت بهش دلسرد تر ميشي و من اون موقع بود که تازه فهميدم گوشي خودم چقدر نسبت بهش برتري داره.,-1
اما در نهایت با همه این اوصاف باید بگوییم که صفحه نمایش این تبلت برای کارایی‌های آن مناسب و کافیست.,+1
با رزولوشن 1136x640 پيکسل از صفحه نمايش لذت ببريد !,+1
این دوربین در ضمن نمایشگر بسیار با کیفیت تری نیز دارد.,+2
چون آيپاد تاچ 4 نازک و سبک بود و راحت مي افتاد و معمولا صفحه ش مي شکست (مثل مال خودم!,0
بازي هاي زيادي داره که کرک شده اند و با قيمت مناسب قابل خريداري هستند.,+1
"نيکون يکي از بهترين و بزرگترين شرکت هاي لنزسازي دنياست،  که در زمينه لنز هميشه کمر هر دوربين قوي اي را به زمين زده است،  يکي از دلايلِ برتري P7700 نسبت به رقيبش،  ميتواند قيمت ارزان تر آن باشد.",+2
"اما برخلاف لنز Ixus 510 HS که توانایی زوم 12 برابر را داشت،  لنز 24-120 میلی متر Ixus 240 HS توانایی زوم 5 برابر را دارد.",-1
با توجه به جاي نصب فلاش عکسهايي که با فلاش گرفته ميشود  سايه دارند,-1
گارانتي هماهنگ عاليه,+2
عکسش تعريفي نيست.,-1
اين گوشي ظاهر خوبي داره ولي متاسفانه دکمه برگشت به صفحه قبل ان مشکل داره و ظاهرا گوشي هنگ ميکنه و باعث ميشه سرعت عمل ان کم بشه.,-1
يه گوشي پيدا کنيد که با اين مشخصات در اين رنج قيمت باشه!,0
تنها عيبي که دارد در موقع  استفاده صداي نسبتا زيادي دارد.,-1
همچنین اینکه برای اسکن یک عکس 6X4 به بیش از یک دقیقه زمان احتیاج دارد که یکی از کند ترین اسکنرهایی می‌باشد که تا به حال دیده ایم.,-2
در نقد و بررسی P510 لنز آن را فوق‌العاده خواندیم.,+2
دوما :نورگيري ان بسيار کم است و در شرايط نور کم تصوير بسيار بي کيفيت ميشود.,-2
"البته این پورت بر روی تمام مدل‌ها وجود ندارد و بعضی از مدل‌های ارزان‌تر مانند X44LY یا X53E،  فاقد این پورت می‌باشند.",-1
این دوربین با یک سنسور تصویر 1/4.85 اینچی HD CMOS  همراه شده است که توانایی عکاسی با رزولوشن 3.05 مگاپیکسل را فراهم می‌کند.,0
خدا وکيلي اين مدت هر چي تحقيق کردم هيچي سوني نميشه.,0
این دوربین GPS داخلی هم دارد که بدین ترتیب وقتی که آن را روشن می‌کنید موقعیت دقیق مکانی عکس گرفته شده به همراه دیگر اطلاعات عکس ثبت می‌شود.,+1
"به دلیل توانایی تولید چنین بزرگنمایی زیادی،  لرزش دست می‌تواند در عکس گرفته شده تاثیر زیادی داشته باشد و به راحتی مقدار کمی از آن باعث به طور کلی تار شدگی عکس شود.",-1
يا .,0
