,comment,sentiment
4814,علی کریمی. مهران مدیری,0
4815,آقای جواد خیابانی، خانم کلباسی,0
4816,آقایان علی دایی وجواد خیابانی عزیز,0
4817,خیابانی,0
4818,ابراهیم حاتمی کیا با اون عربده هایی که در مراسم اختتامیه جشنواره فیلم فجر کشید و به دنیا نشان داد جیره خوار هیچ ارگانی نیست 😂 😂 😂 😂,-1
4819,به نظر من کرمانشاهی چهره سال فقط جواد خیابانی 💙 💙 💙,1
4820,علی دایی وسردار سلیمانی,0
4821,شهیدمحسن حججی وهمه شهدای مدافع حرم که باجانفشانی وگذشتن ازجان خود وسردارقاسم سلیمانی برای ماامنیت وآرامش به ارمغان آوردند.,0
4822,دختر انقلاب,0
4823,داش علی کریمی,0
4824,علی دایی و علی کریمی,0
4825,علی دایی وعلی کریمی,0
4826,عمو پورنگ,0
4827,۱آقای رضا رشیدپور۲جوادخیابانی۳علی دایی,0
4828,منم,0
4829,آقای جواد خیابانی و آقای رضارشید پور,0
4830,رضا رشید پور. مهران مدیری,0
4831,خودم😂,1
4832,علی دایی و جواد خیابانی و رضا رشید پور.,0
4833,پرسپولیس قهرمانی مقتدرانه تو لیگ,0
4834,چهره سال دختران خیابان انقلابن که با وجود تهدید باز هم تکرار میشوند,-1
4835,رضا رشیدپور مهران مدیری جواد خیابانی علی دائی علی کریمی دکتر جواد ظریف,0
4836,رضا رشید پور جواد خیابانی,0
4837,کار افرینان,0
4838,رضا رشیدپور علی دایی جواد خیابانی,0
4839,رضارشیدپور جوادخیابانی,0
4840,نرگس کلباسی، رضا رشید پور مهران مدیری,0
4841,رضا رشید پور، علی دایی، جواد خیابانی,0
4842,رشید پور خیابانی، نیکی کریمی لیلا حاتمی، علی دایی، مرحوم امامی که بخاطر ایران و ایرانی فدا شد، دراویش,0
4843,وزیرراه,0
4844,۹۶۸۰ با اینم موافقم,1
4845,۵۷ 😂 😂 😂 😂 😂,1
4846,جناب آ قای رشیدپور عزیز,0
4847,آقایی رشیدپور,0
4848,میخندی؟؟؟,0
4849,جناب رشید پور,0
4850,۵۷ آخه خنده داشت😂,-1
4851,خودم که دست جالی هنوز زندم,-1
4852,این ستاره و تمام ستاره‌های دنیا تقدیم مردم مملکتم⛤⛤⛤,1
4853,همه ملت ایران که با سیلی صورت خود را سرخ نگه داشتند وخم به ابرو نیاوردند,-1
4854,خودا آقای رشیدپور بعد آقا پرویز,0
4855,رضا رشید پور و مهران مدیری و احسان علی خوانی,0
4856,چهره سال از نظر بی کفایتی تعلق میگیرد به وزیر راه و از نظر خوبی تعلق میگیرد به مردم ایران که با اینهمه بی عدالتی باز ساکت ماندن و به خاطر نام ایران و عظمتش دم بر نمی‌آورند,-1
4857,علی دای. نرگس گلباسچی,0
4858,LINK شجاع رک رحرفشو میزنه.,0
4859,علی دای. خانم کلباسچی. و اقای رضا رشیدپور,0
4860,به نظر من چهره سال اقای رشید پور عزیز هستند درود فراوان بر ایشان ومتانشون وشخصیت بزرگشون,1
4861,دراویش گناآبادی,0
4862,توروخدا اسم منو هم بخونین تو برنامتون هرروز صبح میبینم لذت میبرم وازاینکه اقای رشیدپور اینقدر واضح میخاد همه چی رو مردم ببین درمورد مشکلات LINK بهترین ارزو‌ها رو دارم 👏 👏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏,1
4863,منه کم بینا ک نمیتونم یه کار پیدا کنم,0
4864,همه کارگران,0
4865,سردار سیلمانی و حاتمی کیا و مهران مدیری,0
4866,ملت فولاد ایران,0
4867,مهران مدیری _علی کریمی,0
4868,اقای رضا رشیدپور اقای مهران مدیری اقای جواد خیابانی,0
4869,لطفا آقای رشید پور پیام بنده را بخوانید مسعود شمس از تهران,0
4870,علی کریمی 🌹 🌹 ❤️❤️❤️👏 👏 👏 👌 👌 👌,1
4871,فرح دیبا,0
4872,علی دایی رضا رشید پور,0
4873,هیچکس را نداریم,-1
4874,مهران مدیری، جواد خیابانی رضا رشید پور,0
4875,بنظر من چهره سال آقای رشید پور,0
4876,رضا رشید پور عزیز,0
4877,نرگس کلباسی، رضا رشید پور,0
4878,فقط مهران مدیری,0
4879,آقای رضا رشید پور و خانم نرگس کلباسی,0
4880,بنظر من چهره سال ملت نجیب ایران هستن که با متانت و صبوری اینهمه کم و کاستی و سختی و بی احترامی را تحمل میکنن.,-1
4881,اقا رضا رشیدپور,0
4882,اقا رضا رشیدپور تمااام و بعدش اقا مهران مدیری,0
4883,اقا ی مدیری اقا ی رشید پور اقای علی کریمی اقای علی دایی,0
4884,سلام. سردار حاج قاسم سلیمانی,0
4885,حسن روحانی در بدبختی مردم,-1
4886,اقای رشید پور اقای مهران مدیری اقای علی کریمی,0
4887,خودتون آقای رشید پور و آقای مدیری,0
4888,دولتمردان در نابود کردن مملکت یا قاتلین حادثه‌ها,-1
4889,دکتر احمدی نژاد به نظرم,0
4890,اصلا خودتونم آقای رشید پور چهره‌ی سال هستین در صداقت,1
4891,اقای رشیدپور، وعلی اقا دایی,0
4892,خود آقای رشیپور 👌 👌 🌺 🌺 🌺 🌺 🌺,1
4893,به نظرمن آقای مهران مدیری,0
4894,اقای رشید پور، سردار حاج قاسم سلیمانی,0
4895,مهران مدیری ☺,1
4896,حسین عطایی,0
4897,کودکان زلزه زده کرمانشاه که بدلیل بی کفایتی وبی توجهی دولتمردان دراثر سرما یخ زدن وکسی ککش هم نگزید,-1
4898,اقای رشید پور خودتون,0
4899,اقای رشید پور..,0
4900,مردم ما خیلی سخت میخندند چون تو دنیای امروز ما و نه فقط ایران تمام مختصات زندگی و حداقل چیزهایی که باید سر جاشون باشن تا بشه نفس کشید جابجا شده و حالا کنار این همه چیزهای عجیب و غریب در عصر تکنولوژی و تبادل اطلاعات و موشک و فضا پیما، عشق حقیقی هم تو روزمرگیها ی زندگیمون کاملا گم شده، هر کسی که تو این شرایط نفس گیر بتونه چیزهای ارزشمند و اثر بخش وجودیش رو حفظ کنه و سرپا بایسته و لبخند بزنه قهرمانه، ضمن احترام به افکار مردم سرزمینم، در کمال ادب در این کازار افرادی که با مهر، جدا از هر وابستگی، لبخند رو مهمون لبهای مردم میکنند میتونن چهره‌ی سال باشندافرادی مثل جناب مدیری، جناب جوان، جناب خان، صدا پیششون، تمام زحمت کشان در عرصه طنز که بردن اسمشون در اینجا امکانپذیر نیست مثل فیلمسازان و بازیگرانی که تمامی لحظاتی که باید سر کارشون قرار میگرفتن، با انبوه مشکلات و دغدغه هایی که حتما خودشون هم درگیرشونند، با عشق درگیر نشاندن لبخند روی لب پدر، مادر، برادر، خواهر یا هر فرد داغدار، دردکشید ه یا حتی معمولی شدند و... تک تک شماها چهره‌ی سال هستیدقدر همتون رو میدونیم و براتون سر تعظیم فرود می‌یاریم، یا حق,-1
4901,همه بازماندگانی که سال NUM۲ سلامت به پایان رساندن,0
4902,یه ستاره دیگه بزاری میشه غول آسیا💙 💙 💙 💙 👍,1
4903,اقای خیابانی عزیز🌹 🌹 🌹,1
4904,سردار سلیمانی عزیزم,0
4905,جناب علی دایی و خیابانی,0
4906,سردار سلیمانی. خیابانی. علی دایی,0
4907,کل مردم ایرانند که زیر این همه فشار و سختی هنوز زنده موندن,-1
4908,"اول اقای رشید پور,اقای خیابانی,اقای مدیری,رامبد LINK باشید",0
4909,رشید پور. مهران مدیری,0
4910,بازماندگان سال ۹۶,0
4911,شهید حججی,0
4912,مهندس جناب آقای رشید پور..,0
4913,اقای رشید پور عز یز و مهران مدیری,0
4914,میر حسین موسوی,0
4915,جناب عزرائیل ا ز سال پیش با پلاسکو تا امسال دنا خدا تا اخر سالو بخیر بیاره وبگذرونیم,-1
4916,مردممان دردمند,-1
4917,ببخشید این حرف رو میزنم مردم ایران بقدری در ناراحتی وغم هستن مخصوصا این اتفاقهای اخیر.. سانچی... هواپیما.. ‌فقط کسی میتونه چهره سال بشه که کمی خنده بروی لبهای مردم بیاره پس آقای مدیری به نظر من بهترین گزینه میتونه باشه با تشکر,-1
4918,مدیری سردار سلیمانی,0
4919,پرویز نشاط,0
4920,حاجی فیروز,0
4921,لیلا حاتمی و علی کریمی و علی دایی,0
4922,جناب آقای رشیدپوروجناب آقای مهران مدیری,0
4923,آقای مدیری و آقای رشیدپور,0
4924,به نظر من بهترین چهره سال دختری هست که بدون هیچ تبلیغی در کنار مردم در حال زجر کرمانشاه ایستاد وهر کاری از دستش برآمده میکند تا انشاالله این آقایان مسئول به اندازه سر سوزن هم به فکر این مردم بیچاره باشن,0
4925,چهرهای سال کارگرای زحمت کش شرکت گروه ملی صنعتی فولاد LINK اینکه سه چهار ساله بلاتکلیف مونده وهرسه ماه چهارماه با اعتصاب و دادوبیداد میگیرن... محمدعبیات اهواز,-1
4926,رضا رشیدپور فقط اقای رشیدپور تمااام,0
4927,این آقارو ندارید دیگه خودتون دوتا باشید,-1
4928,دیگه حال مردم از حرف‌های مردمی زدن و درد دل شنیدن بهم میخوره، انتقاد‌های جزئی از ارگانهای خرد، رفتارهای کودکانه که فقط باعث سردرگمی مردم می‌شود، ریشه مشکل را معرفی کنید، چرا انتقادی به ایدئولوژیست‌ها ندارید، چرا؟,-1
4929,واقعا وجود این آقا چه فایده‌ای داره؟,-1
4930,سلام. اقای رشید پور یه درخواست از شما دارم. لطفا اگه ارزش پیگیری داشت انجامش بده. در مورد اتقاق خیابان پاسداران تهران تا حالا شده فکر کنی چرا بسیجی و سرباز باید اونجا باشن. چرا باید سربازی اونجا باشه یه یک دره اموزش ندیده. چرا نیروی باید اونجا باشه که اموزش ندیده. پس یگان صربت کجان. چرا بسیجی اونجا باید باشه ساچمه بخوره در صورتی که این کار باید تویط گروه ضربت انجام میشد که وسیله و لوازم ضد شورش باید میداشتن. لطفا اگه دغدغه داری و هر روز چراغ زرد روشن میکنی اینو پیگیری کن.,-1
4931,اقای رشید پور واقعا برنامتون عالی,1
4932,اقای رشید پور کجایی به فریاد ما برسید پاکبان منطقه NUM۲ ناحیه۴ حقوق بهمن ماه ونریختن عیدی حداقل ومیخوان بدن مرخصی نمیدن دست دزدا کی کوتاه میشه به مسولین بگید به فریاد ما برسید,-1
4933,روزتون بخیر... خیلی برنامتون جالبه ممنونم ازتون🌸 🌸 🌸 از لندن همیشه در یوتیوب برنامتونو تماشا میکنم,1
4934,گروه خوب حالا خورشید، موفق باشید. 🌈 🌼,1
4935,به نظرم برنامتون بهترین برنامه تلویزیون هست، خسته نباشید و موفق باشید💐 💐 💐 💐 💐 💐 💐 💐,1
4936,موفق و پایدار باشید,1
4937,برنامه بینهایت عالی و پر بیننده,1
4938,اقای رشید پور چرا جوری رفتار میکنید که بگویند عوض شدی سهی کنید مثل قبل باشید چون دوستدارم ناراحت میشم,-1
4939,درود بر شما که حرف دل مردم رو میزنید,1
4940,درود فراوان بر شما برنامتون یکی از بهترین برنامه‌های تلویزیون هست مرحبا بر سما اقای رشید پور عزیز وتیم حالا خورشید🌹 🌹 🌹 🌹 🌹 🌹 🌹 🌹 🌹 🌹 🌹 🌹,1
4941,درود برشما که حرفتون از دل مردم بیرون میاد، یکبار شاهد لطف شما بودیم در مورد آلودگی ذوب آهن اصفهان و باز هم منتظر لطف وعنایت بیشتر شمادر این مورد هستیم، سپاس# ذوب آهن مرگ خاموش اهالی شهر چمگردان😔 😔 😔,1
4942,یاشا گولسن رشید پور,1
4943,من اصلااهل تلویزیون نیستم ولی برنامه شماروبایدهرصبح ببینم خواهشا ادامه داشته باشه ممنون ازشما♥️,1
4944,سعی کنید بهتر و جذاب‌تر. برنامه اجرا کنید,-1
4945,یک چیز کاملا مشخص است که این گونه برنامه‌ها از یک استراتژی در صدا و سیما خط میگیرند، مثل حالا خورشید و دورهمی، اگر اهداف میان مدت را هم زده_باشند باز هم جا برای کار کردن بسیار است.,-1
4946,تنت سالم پسرم,1
4947,درود له رضا رشید پور,1
4948,سلام رشیدپور جان سلام چرا منو نمیخونی,-1
4949,خیلی خوبه برنامه اتون بی نظیر فقط تبلیغات نباشه تو برنامه,1
4950,سلام خدمت همه بچه‌های حالاخورشید، خسته نباشین برنامه تون عااالیه، من از قدیم برنامه‌های صبح اقا رشیدپورو میدیدم، خداحفظتون کنه انشالله که حرف دل مردمو اشایه میدین، خداقوت@): -,1
4951,درود و سپاس برنامه تون عالی,1
4952,هر روز صبح زود به عشق برنامه شما از خواب پامیشم 😀,1
4953,برنامه شما خیلی عالی ولی تو را به خدا به داد دل مردم برسید,1
4954,مثل خورشید همیشه بتاب برای جوانان وطنت برای مردم سرزمینت برای وجود خودتون که از بهترینهای این مملکت شمایید 💥 💥 💥,1
4955,سلام آقای رشید پور عزیز خواهش میکنم برنامه حالا خورشید رو برای همیشه ادامه بدید وصدای مردم دردمند رو بگوش همه برسونید وبا بازگو کردن مشکلات ومسایل حل نشده ملت وکشور یه کمکی شاید بتونید به مردم LINK خیلی متشکرم وآرزوی سلامتی وموفقیت براتون دارم همینطور برای همه عوامل برنامه وزین وخوب حالا خورشید.,0
4956,برنامتون عااالیه مخصوصا اجرای اقای رشیدپور,1
4957,عالی مخصوص رضا رشید پور و,1
4958,وپرویز عزیزهردو عالی,1
4959,آقای رشید پور خداوکیلی موضوع معیشتی نیروهای پیمونکاری عسلویه رو رسانه ایی کن... داره جنایت میشه,-1
4960,سلام بخدا اگه برنامه حالاخورسید تموم بشه من یکی ک سکته میکنم کفته باشم,-1
4961,بیکاری بزرگترین دردسر خانواده‌ها و جامعه است الان تو هر خونه‌ای دوتا جوون تحصیل کرده بیکار هست.. ‌با امارهای قلابی مردم و گول نزنیم... بیکاری باعث افزایش جرم و جنایت میشه و به تبع اون دولت باید نیروهای نظامی بیشتری واسه کنترل نظم و امنیت در جامعه بکنه که در نهایت باعث افزایش هزینه‌های دولتی میشه... ی برنامه لطفن در رابطه با بیکاری بسازین نه اینکه‌ی اقازاده و بیارین تو برنامه بگه من با دست خالی کار افرینی کردم و بقیه هم باید مثل من از صفر و بدون پشتوانه شروع کنن...,-1
4962,LINK برنامتون بعد سال جدید ادامه پیدا کنه؟؟!! تو رو خدا ادامه بدین LINK بالا و تامین اجتماعی چرا ب فکر باز نشتگان نیست؟؟ اخه NUM۲ اسفند عیدی ب چ درد ما میخوره؟؟ چرا خودتون رو جای ماها نمیذارین؟؟ حقوقها اول سر برج بود، بعد شد NUM۲ هر ماه، بعد NUM۲ هر ماه بعد شد NUM۲ هر ماه الان دیگه شده NUM۲ هرماه!!! واقعا کی ب کیه تو این مملکت!!,0
4963,ما باز نشسته تامین اجتماعی (صنایع مس باهنر) کرمان,0
4964,اقا رضا ونمکدان عالی,1
4965,برای من کد نیامده از اول مارکت چرا؟,-1
4966,درودبررضارشیدپورعزیز وباشهامت,1
4967,توروخدا تکرار برنامه داسته باشید,-1
4968,راجع به بیکاری این معزل وحشتناک حرف بزنید. میدونید که بیکاری چه به روز جوانان میاره,-1
4969,اینقد لونگ بازی درنیار😂,1
4970,"چرا بر روی قیمت تالارهای عروسی هیچ نظارتی جامعی وجود ندارد؟ هرکس هر قیمتی دلش بخواهد می‌دهد , ضمن اینکه هیچ تضمینی هم برای التزام به قرارداد با مشتری ندارند و احتمال قصور در ارائه خدمات , حین مراسم عروسی زیاد است و از پذیرش عواقب قصور خود نیز سر باز می‌زنند!",-1
4971,LINK رشید پور من اول مارکت فعال کردم ازم ده هزار تومن روکم کرده ولی کد قرعه کشی LINK منو راهنمایی کنید,-1
4972,بیکاری.,-1
4973,سلام پس از زلزله‌ی NUM۲ آبان بنا بر گفته و قول استاندار کرمانشاه قرار شد NUM۱ شهرستان استان که خسارت دیده_اند وام‌های مردم امهال بشه یعنی دو سال تنفس با گذشت NUM۱ ماه هنوز بلا تکلیف هست استاندار و فرمانداران اعلام می‌کنن که امهال میشه ولی بانکها میگن ما خبر دادیم نمیشه و اگر هم نشه مردم جریمه میشن خواستم اگر ممکنه پیگیر قضیه‌ی امهال وامها مناطق زلزله زده بشید همین شنبه استاندار گفت وامهای زیر پنجاه میلیون انجام شده امروز تماس گرفتم استانداری گروه اقتصاد NUM NUM۲ گفتند انجام نشده و نمیشه مجدد تماس گرفتم ستاد بحران استانداری NUM NUM۲ گفتن تا این لحظه نشده و معلوم نیس تماس گرفتم فرمانداری. گفتند قرار پانزدهم اسفند نامه بیاد یا میشه یا نه اما اگر نشه مردم جریمه میشن ممنون,-1
4974,سلام آقای رشید پور میدانم بخاطر ما مردم همیشه حقیقت را می‌گویید و من و امثال من همیشه پشت شما هستیم و از این بابت ممنونت آن هستیم بخاطر صداقت تان سپاسگذارم و امیدوارم سلامت و در کنار خانوادتون پایدار باشید در قلب همه‌ی مردم هستید,-1
4975,سلام آقای رشیدپور شما نسبتی با من دارید؟ 😂 😂,1
4976,آقای رشید پور یکم هم از روحانی عزیزت و برجامش تو برنامه بگو خجالت نداره که!!!,-1
4977,روزی که با خانمم بحث کردم و او ساکت ماند و جوابم نداد,0
4978,بیشتر سریالها داری بار منفی و بی اعتمادی را حاکم میکند،، ازسریال سالم وبا نشاط وجهت بارور کردن اخلاق در تلویزیون خبری نیست، افسوس,-1
4979,خیلی دوست داشتنی هستند خدا طول عمر با عزت نسیبشون کنه,1
4980,ایشون خیلی بازیگر دوست داشتنی و با شخصیتی بودن.. عالی نقششون رو ارائه میدادن... سایشون مستدام,1
4981,بازیگرای خوبی داریم اما قصه‌ها و فیلمنامه‌ها همش LINK‌ها نه عزت نفس به ببیننده میده و نه ارزش اخلاقی و نه بار مثبت LINK اشغال جمع میکن صدا سیما اشغال پخش LINK یکم از باورها و قوانین زیبا و مثبت کائنات هم برنامه میساختین,-1
4982,ته چهره شما رو میدن آقای رشیدپور 😉 😉,1
4983,مردم زلزله زده رو آب می‌بره... مسئولین رو خواب,-1
4984,مهدیان وقتی داشت این صحبتها رو میکرد شبکه NUM۱ یکی دیگشون داشت میگفت فقط NUM۳ تا کانکس هست.. خیرین باید مددکاری کنن... میگفت تازه NUM۳ کانکس دیگه خیر‌ها دادن که دولت بده تحویل زلزله زده‌ها... بعد این مردک دروغگو اومده سفسته میکنه,-1
4985,توروخدا ب داد مردم کوهبنان کرمان برسید خیرین دست بکار شید,-1
4986,اینقد بانمک نباش تروخدااا اینهمه آدرنالین اول صبح واسه ملت خوب نیست باباجان😍 😍 😍 😍 😍 😍 😍 😍 😍 😍 😍 😍 😍 😍 😍 😍 😘 😍 😍 😍 😍 😍 🤞🤞🤞,1
4987,مشت اول ۵۰۰,0
4988,عالی هستین، مخصوصان اقا پرویز,1
4989,ببین داری دستی یه صد تومن بهم‌ بدی زود بهت پس میدم,0
4990,برا هرکی لاتی، واسه ما شکلاتی,1
4991,ببین حواستو جمع کن زیر پامو خالی نکنیا,-1
4992,اگه پررو بازی دربیاری سوسکت میکنم,0
4993,اخیی پرویز خان چقدر مظلومه,0
4994,داداش نوکرتم دکمه کتتم,1
4995,زنده باشید,1
4996,ببین کوچولو زیاد داری خودمونی میشی😂 😂 😆 😆 😯,1
4997,همیشه عالی چه گروه. دوست داشتنی,1
4998,ببین پرویز، یه بار دیگه واسه خوندن شعری بلدم نیستی بپری وسط حرفم جوری میزنمت که رشید پور با خاک انداز از کف استودیو جمعت کنه!!! 😂 😂 😂,-1
4999,پسر خوبی باش. مواظب خودت باش. درساتو خوب بخون حرف معلمتم گوش کن. به سلامت 😁 من هر روز با این لحن و این حرکت پسرمو میفرستم مدرسه 😜,1
5000,اگر رضا رشیدپور نباشد اینها هم دعوایشان میشه,1
5001,اگه امروز پسر خوبی باشی وپارازیت ندی، قول میدم بزارم یکروز توبا مهمونمون مصاحبه کنی😉 😉 😉,0
5002,هر کی زورش بیشتره,0
5003,سمت راستی خیلی شیرینه وخوش تیپ,1
5004,هه بما نمیخوری داش,-1
5005,سمت راستی: یه بار دیگه جلوی رشیدپور خود شیرینی کنی، حالت رو می‌گیرم...,-1
5006,بههه کت شلوار دامادیت پوشیدی پرویز جون. بزار یقشو برات صاف LINK‌ها نگن چقدر بدلباسو شلختس,1
5007,سمت راستی: خدا وکیلی امروز جلو مهمونا یکم آبرو داری کن کمتر بخند,1
5008,سمت راستی به سمت چپی؛ خیلی ریز میبینمت😂,1
5009,پلویز قربون قد و هیکلت پول دستی میخوام داری بهم بدی تا سر برج بر میگردونم اوجولاتم روش میزارم برمیگردونم تورو خدا پای آبروم درمیونه,1
5010,اخی طفلکی اقا پرویز اذیتش نکنید,-1
5011,داره باش میگه برو اخلاقتا خوب کن,1
5012,استاد تو رو خدا این ترم پاس شم. ترم دیگه جبران میکنم,0
5013,پرویز جون تو رو خدا جلو رشید پور تابلو نکن بعدا جبران میکنم,-1
5014,ببین پرویز داداش رشید پور زیاد بهت رو داده به دستو پام نچسب له و لوردت میکنم‌ها‌ها,1
5015,چی میگی جوجه,1
5016,پرویزم از امروز تمام هزینه هات با منه,1
5017,پرویز جان... عزیزم... میدونم سخته.. ‌ولی باور کن عمل زیبایی واست واجبه... نترس... عمل کن... بعدشم بگو پلیپ داشتی,1
5018,ببین دیگه نظر سنجی نمیذاریها,-1
5019,رفتی‌ رو انتن‌ پسر خوبی باشی هااا,1
5020,پرویز جان مرد سال تویی باور کن میگی نه نگاه کن,1
5021,یا با ازدواج من و خواهرت موافقت میکنی یا با همین کت تنت حلق آویزت میکنم,-1
5022,دکمتو ببند، مث وحشیا لباس نپوش😏,-1
5023,پرویز دیگه اینورا نبینمت وگرنه رشیدپور و هم دیگه نمیبینی,-1
5024,آهای پرویز، آهای بانشاط، توآب میوه‌ی منو خوردی، توی نگاهش هست,1
5025,میدونم سخته اما کمتر لوس باش (صرفا جهت مزاح),-1
5026,+ها چیه تنت میخاره -آره جان تو وسط کمرم و اگه زحمتی نیست یکم بالا، یکم این ور آها.,1
5027,ان در ان,0
5028,شیطونی کنی دعوا میشی,1
5029,اون مهندس بیچاره یه دفترچه یاداشت مطلب باخودش آورده بودحالا خورشیدمردانه یکی بله بگه که زحمت چندشبانه روزیش حیف نشه گناه داره😂 😂 😂,1
5030,یعنی هزار تا خیررر,-1
5031,معلومه که خیر,-1
5032,هرگز,-1
5033,خیر ۲,0
5034,همه گفتن خیر، منم میگم خیر.,0
5036,نه اصلا,-1
5037,۲-خیر,0
5039,خیر ابدا,-1
5040,خیر... خواهش دارم مسئولین مردم ایران رو ابله فرض نکنین... مردم این خاک به صبوری شهره‌اند...,-1
5041,LINK رو چی فرض میکنن؟؟ از این شاخه ب اون شاخه میپرید!!,-1
5042,خیر اصلا معلومه مدیریت ندارن جان مردم براشون مهم نیست احسنت بر آقای رشیدپور که حقایق رو به مردم نشون میده,-1
5043,۱بله,0
5044,نه والا نه بلا نه اخه چرا این اقا زور میگفت NUM۲ جون ادمها بیخود بود,-1
5045,زر مفت میزد مرتیکه احمق. مردم رو چی فرض کرده_بود خدا میدونه,-1
5046,خیر واقعا تا کی خدا خودش بهمون رحم کنه,-1
5047,خبر,0
5048,۲خیر,0
5049,رشید پور عزیز. منو دعوت کن بیام برنامه تون. خیلی دوست دارم. منم مادر نمونه هستم. داستان منو شنیدی انوقت متوجه میشی. LINK منو ببر برنامه حالا خورشید 👍 👍,0
5050,خیررر... اصلا حرفاش قانع کننده و منطقی نبود,-1
5051,خیراون که فقط داشت می‌پیچوند,-1
5052,نظر سنجی درستی نیست,-1
5055,نه نه نه نه نه,-1
5057,خیر اصلا,-1
5058,بدرد ننش میخورد داش رضا,-1
5059,مردک همش پیجوند فکر کرده مردم نمیفهمن خیلی اقای رشید پور جوابش رو خوب داد👍 👏 🏻 👏 🏻 👏 🏻,-1
5060,صدرصد خیر,-1
5061,برنامه روندیدم... ولی ندیدمیگم نه... نبود,-1
5062,به قول یک نفرکه فرمودن،،، مقصراصلی مسافرین بودن,0
5063,کلا خیر,0
5064,خیر یعنی چی,0
5065,جون مردم عزیز ایران شده بازیچه دست یه عده سود جو که فقط به فکر منفعت خودشون هست,-1
5066,مسئولین زیربط اومدن به حساب خودشون چون اقای رشیدپور هم در موضوعات خلبانی و هواپیما و مسایل مربوط به ان اشراف دارن ببخشید ولی لایقشه بگم این مرتیکه رو فرستادن تا به حساب خودش با استفاده از کلمات تخصصی و اظهار فضل و سفسطه‌گری اذهان رو منحرف کنه و فریب بده در واقع مردم رو احمق حساب کردن غافل از اینکه خودشون احمقن و مردم باهوشتر از این هستن که متوجه نشن که این نادان داره یه مشت اراجیف دیکته شده بهش رو تحویل ملت میده کافی بود بجای این چرندیات همون لحظه اول شفاف از خانواده‌های این عزیزان ومردم عذرخواهی و بلافاصله استعفای خودشون رو اعلام‌کنن کاری که در همه جای دنیا مرسومه اینجوری سنگینتر بودید الان دیگه کلا خودتون رو با یک مشت مزخرف که تحویل مردم و اقای رشیدپور دادی قهوه‌ای کردی رفت متاسفم,1
5067,خیر اصلا منکه قانع نشدم,0
5068,نه خیر,0
5069,خیر بهیچ عنوان,0
5070,خیییر۲,1
5071,مرتیکه اومده با کمال وقاحت تو چشمای اقای رشیدپور و ملت نگاه میکنه میگه نه نیازی به رادار نداریم و اگرم رادار هم بود بازم این حادثه اتفاق میافتاد این مرتیکه رو باید بندازیم جلوی خانواده‌های این عزیزای داغ دیده تا حقش رو بذارن کف دستش بی شخصیت حرف مفت زن رو این مدیر ایمنیه؟! خاک بر سرت با این مدیریتت این مدیر سرویس بهداشتی هواپیما هم نیست بی لیاقت,0
5072,ببخشید حق مطلب ادا نمیشد اگه چند تا فوش نمیخورد,1
5073,اصلا قانع کننده نبود,-1
5074,عدد یک,1
5075,۲ ایشون همون نقش یاکت رو درمناظره با کریمی داشت,0
5076,خیر اصلا قانع کننده نبود.,0
5077,اصلا به هیچ وجه,-1
5078,خیر حرف مفت زد,-1
5079,خیر قانع کننده نبود و البته حرف مفت هم نبود ولی از سر استیصال بود,-1
5080,اصلا ایشون بلد نبود چه برسه که بخواد قانع کننده باشه،، همینا رو گذاشتن که اوضاع اینجوری شده واقعا که,-1
5081,خیربه هیچ وجه قانع کننده نبود ۲,-1
5082,۲ دروغ و حیله از چشاش میبارید معلوم بود از قبل خودشو حسابی آماده کرده_بود,-1
5083,حرفاشون قانع کننده نبود که هیچ انگار طلبکارم بودن ایشون /فقط انکار کرد خطای خودشو مثل همه مسئولین/بازم خسته نباشید اقای رشید پور عزیز👏,-1
5084,معلومه که نه,-1
5085,۲.. به هیچ عنوان قانع کننده نبود. آقای رشید پور خودتونو خسته نکنین. جون مردم که براشون اهمیت نداره. ما مردم هم عادت کردیم. 😞,-1
5086,خیر نبین حقوق مفت میگیرن فقط خودشم قانع نشد چ برسه به ما,-1
5087,نمیدونم,0
5088,۲ خیر,0
5089,البته که نه مگه شما قانع شدی,-1
5090,۲ به هیچ وجه اصلا حرف قانع کننده‌ای نزد,-1
5091,حرفاش قانع کننده نبود همش از سر باز میکرد,-1
5092,من میگم همه حرفها درست اخه وقتی هوا مساعد نیست چرا اجازه پرواز دادند,-1
5093,عمرا,-1
5094,خیر...,0
5095,نه خیر... ما رو بی خیال اصلا خودتون قانع شدین,-1
5096,خیر مقصر اصلی مسافرین بودند,0
5097,خیر اصلا وابدا,-1
5098,خداکنه همه فقط به خاطر مملکت کار کنند,-1
5099,خیر، به هیچ عنوان,-1
5100,۲اصلن فقط توجیه احمقانه داشت,-1
5101,خیر کافی نبود,-1
5102,بسیارمتکبربودن,-1
5103,خیر قانع کننده نبود باید اخراج بشن,-1
5104,خیر... کوصشعرمیگفت مردیکه خودفروخته,-1
5105,واقعا دلم می‌خواد هرچی به ذهنم می‌رسه بهش بگم تا دلم از دست بی کفایتش خنک شه چرا اینقدر خونسرد بی مسولیت؟؟؟ 😔 😲 😲 😲 😲 😲 😠 😠 😠 😠 😠,-1
5106,خیر اخه کدوم یک از مسولین صحبتهاشون قانع کنندس که ایشون دومیش باشن,-1
